Full_Name,Lat,Long,YeStart,YeEnd,Funestus
Dalu,7.655,37.33,2008,2010,1.0
Delcho Degoye,7.5953,36.7294,2012,2012,0.0
Dire Sokore,8.35,37.0667,2011,2012,0.0
Dogosso,7.67,37.27,2008,2010,1.0
Dora,7.663,37.257,2008,2010,1.0
Ejersa,8.4759,39.0643,2012,2014,1.0
Gelan,7.697,37.32,2008,2010,1.0
Gommo,7.699,37.339,2008,2010,1.0
Gudata Bula,7.8127,36.704,2007,2009,0.0
Haro,7.5807,36.6832,2007,2009,0.0
Kara,7.621,37.329,2008,2010,1.0
Kitembillie,7.714,36.988,1999,2000,0.0
Kito,7.6778,36.8089,2013,2013,0.0
Kobbi,7.692,37.362,2008,2010,1.0
Kofe,7.6505,36.8659,2012,2012,0.0
Koticha,7.672,37.343,2008,2010,1.0
Malko,7.5623,36.7179,2012,2012,0.0
Omo Nada,7.6333,37.25,2011,2012,0.0
Osso,7.651,37.284,2008,2010,1.0
Seka,7.6016,36.7254,2012,2012,0.0
Shashemane,7.7443,36.8051,2007,2009,0.0
Tikur Balto,7.722,36.984,1999,2000,0.0
Tiro Afeta,7.9167,37.3333,2011,2012,0.0
Togo,7.663,37.343,2008,2010,1.0
Ushane Koche,7.6766,36.7988,2012,2012,0.0
Wacho Gono,7.5796,36.7225,2012,2012,0.0
Warsu,7.63,37.297,2008,2010,1.0
Wayu and Babo,8.6,36.8833,2011,2012,0.0
Yasso,7.626,37.311,2008,2010,1.0
Yebo,7.629,37.318,2008,2010,1.0
Aweitu-Gendosa,0.0,0.0,2012,2014,0.0
Abukako,9.2833,38.8,2000,2001,0.0
Erbore,9.3352,38.6943,1995,1995,0.0
Meki,9.335,38.934,2007,2008,0.0
Jawe,8.7772,38.6546,1995,1995,0.0
Edo Gorjola,9.0167,37.45,2007,2008,0.0
Shenen,8.734,37.465,2012,2014,0.0
Siba Biche,9.0413,37.2831,2012,2014,0.0
Algie,8.7,35.6166,2008,2008,0.0
Chewaka,8.9709,35.72,2012,2014,0.0
Nejo,9.5,35.5,2012,2014,0.0
Alaba,7.337,38.11,2008,2008,0.0
Guba,7.2852,38.217,2012,2012,0.0
Halaba,7.3102,38.0917,2012,2014,0.0
Ottiwa,6.8154,35.2713,2007,2009,0.0
Abaya,6.622,37.016,2008,2008,0.0
Wozeka,5.688,37.5105,2011,2012,1.0
Arbaminch-Zuria,6.0055,37.5969,1999,1999,0.0
Chano,6.6666,37.3577,2009,2011,1.0
Gantasira,6.164,37.615,2009,2009,0.0
Kella Zuria,6.0833,37.0333,2008,2008,0.0
Mirab Abaya,6.3096,37.7345,2011,2011,0.0
Sile II,6.0333,37.55,2001,2001,0.0
Dirama,8.1006,38.2514,2008,2010,0.0
Ghibe,8.2333,37.5833,2005,2007,0.0
Mirab-Meskan,8.1249,38.3049,2006,2007,0.0
Misrak-Meskan,8.1861,38.3545,2006,2007,0.0
Wurib,8.0487,38.1799,2008,2010,0.0
Gojeb,7.4115,36.21,2007,2009,0.0
Fuchucha,5.2407,37.4963,2003,2004,1.0
Jarso,5.2352,37.5138,2003,2004,1.0
Depi,7.258,35.4712,2007,2009,0.0
Dangora,6.8884,38.441,2008,2008,0.0
Finchwuha & Denewa,6.59,38.24,2005,2005,0.0
Gogitie-2,6.9667,38.5667,2008,2008,0.0
Gogitie-3,6.5,38.4,2008,2008,0.0
Hobe,8.0191,38.2917,2008,2010,0.0
Bako,5.7833,36.55,2012,2012,0.0
Erbore,4.9897,36.8587,1995,1995,0.0
Boloso Sore,7.0653,37.7137,2011,2011,0.0
Gelcha,6.667,37.793,1999,2000,0.0
Gelcha,6.65,37.7833,2008,2008,0.0
Hembecho,7.1497,37.6617,2012,2012,0.0
Ledi,7.3333,42.1833,1995,1995,0.0
Busie,5.467,44.416,2008,2008,0.0
Adi Asmien,13.6233,39.004,2008,2008,0.0
Alibete,14.15,39.1667,1995,1995,0.0
Mai Gundi,14.05,38.7667,2008,2008,0.0
Mai Nigus,14.1231,38.6596,2005,2006,0.0
Mai Sessela,14.0791,39.0322,2005,2006,0.0
Mai Seye,14.073,38.849,2005,2006,0.0
Deba,14.283,38.195,1999,2008,1.0
Mai Temen,14.3258,38.1634,1993,1993,1.0
Maisheru,14.24,38.257,1999,2001,1.0
Adi Kenafiz,13.277,39.395,2005,2006,0.0
Bala,12.444,39.751,2009,2009,0.0
Gereb Mihiz,13.2974,39.4715,2005,2006,0.0
Mai Dille,13.238,39.495,2006,2006,0.0
Fela Embortu (Dendi zone),0.0,0.0,2011,2011,0.0
Ak巄�-Poteau,0.3864,9.4649,2008,2010,0.0
Alibandeng,0.4564,9.4207,2008,2010,0.0
Beaus巎our,0.3861,9.5066,2008,2010,0.0
Camp de Gaulle,0.4422,9.4272,2007,2007,0.0
Camp des Boys,0.4207,9.4311,2008,2010,0.0
Sotega,0.416,9.4565,2008,2010,0.0
Bakoumba,-1.8294,13.0206,1999,2001,0.0
La L巏巇i Park,-1.8299,13.0205,2010,2013,0.0
Akou,-1.607,13.605,1993,1994,1.0
Benguia,-1.626,13.462,1994,2001,1.0
Djibilong,-1.3593,13.4636,2012,2013,0.0
Primate Center (CDP),-1.637,13.5697,1993,1994,1.0
Akou,-1.6099,14.3657,1994,1995,1.0
Albert Schweitzer Hospital,-0.7004,10.2375,1992,1997,1.0
Bellevue,-0.635,10.381,1992,1997,1.0
Tchad,-0.95,10.449,1992,1997,1.0
La Lope National Park,-1.382,11.5412,2010,2012,0.0
Mikongo,-0.384,11.766,2012,2013,0.0
Dienga,-1.844,12.686,1995,2001,1.0
Itsoulou,-0.794,12.7726,2013,2013,0.0
Kessipoughou,-0.8665,12.774,2012,2013,1.0
Siyou,-0.8087,12.7632,2013,2013,0.0
Camp N誸chorere,-0.7158,8.7603,2007,2007,0.0
Bengui,-1.9,10.15,1999,1999,1.0
Boweram,13.4993,-14.9254,1992,1992,0.0
Fula Bantang,13.499,-14.835,1992,1992,0.0
Jahally,13.566,-14.964,1991,1992,0.0
Madina Umfally,13.534,-14.951,1992,1992,0.0
Sare Futa,13.48,-14.82,1992,1992,0.0
Taifa,13.5011,-14.8823,1992,1992,0.0
Wellingara Kejaw,13.55,-14.935,2005,2006,0.0
Balanghar Ker Nderry,13.6587,-15.4104,2004,2007,0.0
Ja Koto,13.651,-15.316,1991,1991,0.0
Jakoto,13.65,-15.32,1993,1993,0.0
Batinjol,13.5901,-15.1324,1992,1992,0.0
Jafaye,13.6749,-15.0893,1992,1992,0.0
Kudang,13.661,-15.057,1992,1992,0.0
Mamufana,13.601,-15.117,1992,1992,0.0
Pacharr,13.6,-15.167,1992,1992,0.0
Pathe Same,13.617,-15.067,1992,1992,0.0
Teneng Fara,13.6231,-15.0243,2005,2006,0.0
Sowe Kunda,13.5465,-15.3065,1996,1997,0.0
Kuntaur,13.6875,-14.843,2008,2008,0.0
Mbaien Maka,13.72,-15.1,1992,1992,0.0
Ngedden,13.7485,-15.0837,2013,2013,0.0
Sare Seedy,13.7471,-15.0991,2013,2013,0.0
Daru Wallof,13.59,-14.7667,2005,2006,0.0
Bantanto Jawara,13.6833,-15.25,2004,2007,0.0
Mbien,13.8191,-15.0612,1992,1992,0.0
Hamdalai,13.4048,-15.3877,2005,2006,0.0
Sinchu Njengudi,13.4195,-15.232,2013,2013,0.0
Sutukung,13.4745,-15.2712,2004,2006,0.0
Mansakonko,13.4593,-15.5387,2008,2008,0.0
Sare Samba Sowe,13.3602,-15.5921,2005,2006,0.0
Toniataba,13.4402,-15.5799,1996,1997,0.0
Madina,13.3559,-15.761,1991,1991,0.0
Tabananeh,13.3624,-15.7731,1992,1992,0.0
Kemoto,13.422,-16.152,2005,2006,0.0
Keneba,13.3315,-16.0096,2005,2006,0.0
Tankular,13.412,-16.034,2005,2006,0.0
Njabakunda,13.55,-15.9167,2007,2009,0.0
Salikene,13.484,-15.967,1991,1992,0.0
Sare Illo Buya,13.5835,-15.8868,2005,2006,0.0
Kerewan,13.493,-16.096,1991,1992,0.0
Essau,13.478,-16.531,2008,2008,0.0
Alkali Kunda,13.539,-15.733,2000,2000,0.0
Ballingho,13.4917,-15.6087,1999,2014,0.0
Bambali,13.4773,-15.3413,1999,1999,0.0
Challal,13.5709,-15.5597,2005,2005,0.0
Chogen Wellingara,13.586,-15.5766,2013,2013,0.0
Dai Mandinka,13.5457,-15.8234,2000,2006,0.0
Duta Bulu,13.5645,-15.6211,2005,2005,0.0
Jajari,13.575,-15.7475,2000,2006,0.0
Jumansari Koto,13.545,-15.6816,1996,1997,0.0
Kalataba,13.5461,-15.6189,2005,2006,0.0
Kani Kunda,13.5515,-15.3874,1999,1999,0.0
Ker Madi,13.5561,-15.6013,2005,2006,0.0
Kerr Juka,13.5821,-15.5538,2005,2005,0.0
Kubandar,13.5385,-15.6346,2005,2005,0.0
Kunjo,13.5704,-15.5766,2005,2005,0.0
Mbayen Demba Jagne,13.5224,-15.6263,2005,2005,0.0
Mbye Niake,13.583,-15.417,1994,1994,0.0
Nete Bere,13.5188,-15.633,2005,2005,0.0
Njangen,13.5773,-15.5552,2005,2005,0.0
Sabach Sukoto Fula,13.5744,-15.5417,2005,2005,0.0
Sabach Sukoto Mandinka,13.5684,-15.5457,2005,2005,0.0
Samataba,13.5558,-15.6211,2005,2005,0.0
Samba Soto,13.601,-15.401,1996,1997,0.0
Sinchu Njabo,13.5335,-15.4104,1994,1994,0.0
Tamba Koto,13.53,-15.52,2004,2007,0.0
Yallal,13.551,-15.701,2000,2013,0.0
Fas Abdou,13.352,-14.534,1992,1992,0.0
Kulari,13.4,-14.084,1991,1992,0.0
Madina Samako,13.3081,-14.0117,2013,2013,0.0
Njaiyel,13.335,-14.017,2013,2013,0.0
Sare Alpha,13.355,-13.9831,1991,2011,0.0
Sare Juldeh,13.3256,-14.06,2011,2011,0.0
Tinkinjo,13.299,-14.167,2005,2006,0.0
Touba Tafsir,13.2876,-14.1534,2005,2006,0.0
Kantel Kunda,13.4,-13.88,2005,2006,0.0
Kusunu,13.384,-13.934,2005,2006,0.0
Gunjur Koto,13.551,-14.0267,2013,2013,0.0
Limbanbulu Yamadou,13.4127,-14.1202,2005,2006,0.0
Sare Wuro,13.5432,-14.0564,2013,2013,0.0
Sutukoba,13.5,-14.018,1991,1992,0.0
Sibanor,13.216,-16.2,1991,1992,0.0
Bessi,13.197,-16.3632,2013,2013,0.0
Ndemban Tenda,13.2078,-16.3437,2013,2013,0.0
Bwiam,13.228,-16.091,1991,1992,0.0
Brikama,13.2668,-16.6586,2008,2008,0.0
Jiboro Kuta,13.1933,-16.5804,2005,2006,0.0
Sotokoi,13.235,-16.502,1992,1992,0.0
Kartong,13.0902,-16.7544,2005,2006,0.0
Agyenkwaso,6.2591,-1.4448,2011,2012,1.0
Asokwa,6.25,-1.5,2010,2011,0.0
Jimiso,6.268,-1.468,2004,2005,1.0
Atatam,6.2896,-1.4591,2011,2014,1.0
Brofoyedru,6.2987,-1.5238,2002,2002,0.0
Kusa Dinkyeae,6.3149,-1.4937,2011,2012,1.0
Obuasi,6.1933,-1.6581,2003,2010,1.0
Afamanaso,6.9516,-1.5101,2004,2007,1.0
Domeabra,6.9336,-1.5561,2002,2002,0.0
Anwona,6.1667,-1.7183,2008,2009,0.0
Mmemiriwa,6.2333,-1.7167,2008,2009,0.0
Oseikokokrom,6.1304,-1.8233,2007,2008,0.0
Attorkrom,6.452,-1.8,2012,2012,0.0
Buaenso,6.466,-1.784,2012,2012,0.0
Agogo,6.7984,-1.0822,2003,2008,1.0
Badukrom,6.601,-1.217,2012,2012,0.0
Gyidim,6.8,-1.0833,2003,2005,1.0
Hwidiem,6.7667,-1.1,2003,2005,1.0
Konongo,6.6186,-1.2097,2007,2008,1.0
Low Cost,6.6244,-1.2179,2003,2005,1.0
Akoraboukrom,6.5701,-2.1554,2007,2007,0.0
Ejura,7.3785,-1.3617,2001,2003,1.0
Abuakwa,6.6994,-1.6713,2002,2010,0.0
Adum,6.6921,-1.6287,2002,2002,0.0
Ahodwo,6.6541,-1.6237,2010,2010,0.0
Airport,6.7096,-1.5992,2002,2005,0.0
Ashtown,6.7103,-1.6219,2002,2002,0.0
Ayeduase,6.6781,-1.545,2002,2010,0.0
Ayigya,6.6904,-1.5827,2002,2002,0.0
Bantama,6.7066,-1.63,2002,2002,0.0
Esereso,6.6518,-1.5953,2002,2002,0.0
Fanti New Town,6.692,-1.6118,2002,2002,0.0
Gyinyase,6.725,-1.597,2002,2007,0.0
Krofrom,6.7142,-1.6174,2002,2002,0.0
Kumasi - Asokwa,6.6772,-1.5839,2010,2014,0.0
Kumasi - Bantama,6.7068,-1.6301,2010,2010,0.0
Kumasi - Manhyia North,6.7055,-1.6142,2010,2010,0.0
Kumasi - Manhyia South,6.7023,-1.6134,2010,2010,0.0
Kumasi - Subin,6.6614,-1.6706,2010,2010,0.0
Kwadaso,6.6906,-1.6494,2010,2010,0.0
Manhyja,6.7054,-1.6142,2002,2002,0.0
Odumasi,6.708,-1.6214,2007,2008,1.0
Tafo Anyano,6.732,-1.6064,2010,2010,0.0
Kenyasi,6.744,-1.5608,2007,2008,0.0
Kona,6.8667,-1.5,2003,2004,1.0
Afrancho,7.4103,-1.9676,2002,2003,0.0
Akomadan,7.3992,-1.9568,2003,2003,0.0
Abotanso,6.8833,-1.2833,2003,2005,1.0
Kumawu,6.907,-1.2689,2003,2003,0.0
Wakasi-Damai,7.0567,-1.3901,2007,2007,0.0
Mehame,6.7673,-2.5078,2006,2007,1.0
Ahafo,7.0258,-2.3408,2006,2008,1.0
Asakase,6.9438,-2.5146,2006,2007,1.0
Dadiesoaba,6.783,-2.418,2006,2007,1.0
Gyedu,7.0881,-2.3437,2006,2007,1.0
Hwidiem,6.9338,-2.3544,2007,2008,1.0
Kensere,6.9927,-2.5367,2006,2007,1.0
Kenyasi 1,6.9704,-2.3762,2006,2007,1.0
Kenyasi 2,7.067,-2.65,2006,2007,1.0
Nkaseim,6.8634,-2.4479,2006,2007,1.0
Ntotroso,7.07,-2.318,2006,2007,1.0
Wamahinso,7.101,-2.352,2006,2007,1.0
Akora,8.009,-1.5736,2004,2005,1.0
Ampoma,7.918,-1.799,2003,2005,1.0
Asantekwa,8.0767,-1.8257,2003,2005,1.0
Atta Akuraa,8.2825,-1.5986,2014,2014,0.0
Bawakura,7.983,-1.7979,2003,2005,1.0
Chiranda,8.247,-1.607,2003,2005,1.0
Dawadawa 1,8.3466,-1.568,2014,2014,0.0
Dawadawa 2,8.3602,-1.5671,2014,2014,0.0
Kawampe,8.4525,-1.5645,2003,2014,1.0
Krutakyi,7.8312,-1.7943,2003,2005,1.0
Mahama Akuraa,8.2473,-1.6218,2014,2014,0.0
Nante-Zongo,7.969,-1.735,2003,2005,1.0
Ntereban,8.2212,-1.8067,2003,2005,1.0
"Nyame 2, Brecha",8.1165,-1.5572,2003,2005,1.0
Nyame No. 1,8.1224,-1.5614,2003,2005,1.0
Sabule,8.051,-1.901,2003,2005,1.0
Tahiru Akuraa,8.228,-1.638,2014,2014,0.0
Yara,8.2288,-1.8447,2003,2005,1.0
Atronie,7.155,-2.408,2006,2007,1.0
Chiraa,7.3955,-2.1855,2007,2007,0.0
Tanos,7.284,-2.25,2006,2007,1.0
Adrobaa,7.266,-2.136,2006,2007,1.0
Afisipakrom,7.2578,-2.2046,2006,2007,1.0
Asukese,7.083,-2.167,2006,2007,1.0
Bechem,7.086,-2.031,2006,2007,1.0
Bomaa,7.083,-2.168,2006,2007,1.0
Bredi,7.1942,-2.0759,2006,2007,1.0
Derma,7.218,-1.933,2006,2007,1.0
Dwomo,7.1528,-2.0473,2006,2007,1.0
Mankraho,7.3349,-2.1307,2006,2007,1.0
Susuanso,7.252,-2.235,2006,2007,1.0
Techimantia,7.1849,-2.027,2006,2007,1.0
Teekyire,7.22,-2.183,2006,2007,1.0
Yamfo,7.217,-2.236,2006,2007,1.0
Ajina,7.813,-1.9096,2003,2005,1.0
Nsokone,7.4961,-2.0255,2008,2008,0.0
Abakrampa,5.2442,-1.2314,2005,2005,0.0
Brabea,5.1953,-1.2294,2005,2005,0.0
Moree,5.12,-1.2133,2005,2005,0.0
Ayensuako,5.701,-0.618,2012,2012,1.0
Mankrong,5.6695,-0.6151,2012,2012,1.0
Esiam,5.39,-0.97,2004,2004,0.0
Assin Foso,5.6891,-1.2715,2011,2011,0.0
Fawomanye,5.416,-1.116,2004,2004,1.0
Gyahadzi,5.3848,-0.5879,2012,2012,1.0
Abakam,5.1012,-1.291,2014,2015,0.0
Abura,5.1364,-1.2693,2014,2015,0.0
Adisadel,5.1199,-1.2639,2014,2015,0.0
Amamoma,5.108,-1.2963,2014,2015,0.0
Apewosika,5.1086,-1.2869,2014,2015,0.0
Bakano,5.1128,-1.2594,2014,2015,0.0
Cape Coast,5.1315,-1.2795,2011,2011,0.0
Duakor,5.1022,-1.2838,2014,2015,0.0
Nkafoa,5.1371,-1.2428,2014,2015,0.0
North Ola,5.1103,-1.2773,2014,2015,0.0
UCC campus,5.1035,-1.2825,2014,2015,0.0
Adawukwa,5.416,-0.6122,2011,2014,1.0
Atekyedo,5.4143,-0.605,2004,2004,0.0
Bewadze,5.3667,-0.6667,2002,2003,1.0
Gomoa Okyereko,5.4167,-0.6167,1995,2014,1.0
Hwida,5.25,-0.8,2002,2008,1.0
Kyiren,5.33,-0.83,2004,2004,1.0
Mampong,5.4333,-0.6333,2001,2007,1.0
Obiri,5.2832,-0.8171,2004,2004,1.0
Okyereko,5.4167,-0.6,2002,2012,1.0
Ankwanda,5.0734,-1.4009,1994,2008,1.0
Atabadze,5.115,-1.416,2000,2003,1.0
Bakano,5.1,-1.4667,2010,2011,0.0
Elmina,5.0896,-1.3577,1994,1995,0.0
Komenda,5.0556,-1.4942,2011,2011,0.0
Ponkrom,5.1454,-1.3918,2000,2003,1.0
Sanka,5.116,-1.368,2000,2003,1.0
Bremankrofoum,5.7,-1.6,2012,2012,0.0
Twifo Praso,5.6086,-1.5493,2004,2011,0.0
Diaso,6.15,-2.15,2012,2012,0.0
Knotumso,6.0,-1.9167,2012,2012,0.0
Kwame Nsiahkrom,5.8582,-1.6792,2012,2012,0.0
Zion II,5.8744,-1.6184,2012,2012,0.0
Kwalle,6.9167,0.0167,2012,2012,0.0
Asutuare,5.9809,-0.0546,2004,2004,0.0
Bewadze,5.9833,-0.15,2003,2003,1.0
Gbc,5.9079,-0.1473,2002,2002,0.0
Mampong,5.918,-0.136,2004,2008,1.0
Dago,5.87,-0.27,2004,2004,1.0
Akyem,6.34,-1.0078,2006,2006,1.0
Anyinase,5.9833,-1.0667,2000,2003,1.0
Mamaaso,6.3295,-0.9956,2012,2012,1.0
Okaikrom,6.1154,-1.1093,2012,2012,1.0
Aduasa,5.9,-1.051,2012,2012,1.0
Akim Oda,5.9131,-0.9876,2011,2011,0.0
Birim,5.9167,-0.9833,2012,2012,1.0
Swedru,5.8938,-1.0164,2012,2012,1.0
Kade,6.086,-0.84,1993,1993,0.0
Mpraeso,6.5937,-0.7352,2013,2013,1.0
Koforidua,6.0945,-0.2609,2011,2011,0.0
Suhum,5.91,-0.4,2004,2004,0.0
Asamankese,5.867,-0.668,1993,1993,0.0
Somanya,6.1036,-0.0106,2011,2011,0.0
Abossey-Okai,5.5606,-0.2307,2005,2005,0.0
Achimota,5.6169,-0.2332,2002,2007,0.0
Airport - Accra,5.6062,-0.1681,2003,2005,1.0
Airport Residential Area,5.5977,-0.1859,2005,2005,0.0
Alajo,5.5963,-0.2174,2003,2004,1.0
Ariport Res Area,5.6183,-0.1841,2005,2005,0.0
Asylum Down,5.5684,-0.207,2003,2004,1.0
Bandor,5.6047,-0.1717,2000,2003,1.0
Cantonments,5.5781,-0.1731,2003,2004,1.0
Dzorwulu,5.6115,-0.2036,2002,2014,1.0
East Legon,5.6378,-0.1611,2005,2005,0.0
Gbawe,5.5589,-0.2435,2005,2005,0.0
Kaneshie,5.5764,-0.2444,2003,2004,1.0
Kokomlemle,5.575,-0.2079,2003,2004,1.0
Korle Bu,5.5372,-0.2273,2002,2014,1.0
Kotobabi,5.6,-0.2046,2003,2004,1.0
Kwashieman - Odokor,5.5947,-0.2679,2005,2005,0.0
Labadi,5.559,-0.201,1993,2008,0.0
Labonie,5.567,-0.1725,2003,2004,1.0
Legon,5.6502,-0.1887,2002,2002,0.0
Legon 2,5.6554,-0.1913,2002,2002,0.0
Legon 3,5.655,-0.1871,2002,2002,0.0
Legon 4,5.6473,-0.1884,2002,2002,0.0
New Achimota,5.6166,-0.2333,2002,2005,0.0
Nima,5.5833,-0.2,2005,2005,0.0
North Legon,5.6501,-0.1868,2005,2005,0.0
Opeibea,5.599,-0.1799,2014,2014,0.0
Osu,5.5537,-0.175,2005,2005,0.0
Roman Ridge,5.6025,-0.1951,2003,2008,1.0
University Of Ghana,5.6508,-0.1916,2002,2002,0.0
Ushertown,5.5434,-0.2127,2003,2004,1.0
White Cross,5.6011,-0.199,2002,2002,0.0
Alavanyo Abehinease,5.7833,0.5667,1996,1996,1.0
Abia,5.7152,0.128,2001,2003,1.0
Avakpo,6.0984,0.2403,2014,2014,0.0
Ayenya,5.9499,-0.0244,2002,2004,1.0
Ayikuma,5.9234,-0.0511,2002,2003,1.0
Dawhenya,5.762,0.064,1993,1993,0.0
Dodowa,5.8833,-0.1167,1992,2011,1.0
Kadjanya,6.069,0.133,2014,2014,1.0
Kewum,6.0975,0.2253,2014,2014,1.0
Mangotsonya,5.771,0.262,1994,1995,0.0
Osorongma,5.8793,-0.1094,2011,2012,0.0
Osurogba,5.8792,-0.1096,2002,2004,1.0
Prampram,5.704,0.101,1992,1993,1.0
Tachekope,5.866,0.272,1993,1993,0.0
Tachekope II,5.8675,0.2846,1993,1993,0.0
Volivo/ Atrobinya,6.0981,0.252,2014,2014,0.0
Dome,5.6554,-0.235,2002,2007,0.0
Dome 2,5.6387,-0.235,2002,2002,0.0
Madina,5.6823,-0.1645,2002,2011,0.0
Madina 3,5.6683,-0.1566,2002,2002,0.0
Madina 5,5.6833,-0.1667,2004,2004,0.0
Muus,5.6478,-0.2522,2002,2002,0.0
Weija,5.5723,-0.3369,2004,2004,0.0
West Legon,5.6539,-0.2079,2002,2002,0.0
Adenta,5.7142,-0.1448,2002,2007,0.0
Adenta 2,5.7093,-0.14,2002,2002,0.0
Ashaiman,5.6931,-0.0332,2007,2011,0.0
Ayesuano,5.701,-0.0618,2004,2004,1.0
Kpone,5.6935,0.0517,2006,2008,0.0
Kpone-on-Sea,5.6864,0.0297,2005,2006,1.0
Madina 1,5.6867,-0.1178,2002,2002,0.0
Madina 2,5.6594,-0.1171,2002,2002,0.0
Madina 4,5.6908,-0.1415,2002,2002,0.0
Bunbuna,10.451,0.111,2012,2014,0.0
Bunkpurugu,10.512,0.1,2014,2014,1.0
Sambiruk,10.65,-0.1167,2012,2014,0.0
Yunyoo,10.477,-0.017,2012,2014,1.0
Nanton,9.55,-0.733,2012,2014,1.0
Tarikpaa,9.5859,-0.9019,2012,2014,0.0
Kulaa,9.451,-0.733,2012,2014,0.0
Yong,9.35,-0.817,2012,2014,0.0
Gbullung,9.4867,-1.012,2012,2014,0.0
Kumbungu,9.555,-0.945,2014,2014,1.0
Tolon,9.422,-1.06,2014,2014,1.0
Woribugu,9.4066,-1.0209,2012,2014,0.0
Nabori,9.1531,-1.8526,2008,2008,0.0
Malzeri,9.5044,-0.0285,2008,2008,0.0
Tugu,9.367,-0.6,2012,2014,0.0
Azoka,11.056,-0.238,2001,2001,1.0
Bongo,11.0833,-0.25,2012,2013,1.0
Tempane,10.8532,-0.1362,2008,2008,0.0
Ganga,11.023,-0.468,2012,2012,0.0
Zebilla,10.9167,-0.5167,2012,2013,0.0
Bolgatanga,10.7833,-0.85,2012,2013,0.0
Tongo,10.7167,-0.8,2012,2013,0.0
Gowrie,10.8596,-0.8393,2008,2008,0.0
Vea,10.8663,-0.8505,2001,2001,1.0
Balanta,10.711,-1.303,2012,2012,0.0
Sandema,10.7333,-1.2833,2012,2013,1.0
Bonia,10.9964,-1.0563,2002,2005,1.0
Kassena-Nankana,10.9156,-1.2032,2001,2002,1.0
Kassena-Nankana (Irrigated),10.6822,-1.0247,2006,2007,1.0
Kassena-Nankana (lowland),10.9264,-0.989,2006,2007,1.0
Kassena-Nankana (Rocky highland),10.8792,-1.3021,2006,2007,1.0
Knd,10.8925,-1.1435,2001,2004,0.0
Korania,10.8718,-1.1065,2001,2010,1.0
Tono,10.8957,-1.1421,2001,2001,1.0
Baazu,10.4667,-2.6833,2012,2012,0.0
Chetu,10.7958,-2.6604,2012,2012,0.0
Jeffiri,10.6,-2.65,2012,2012,0.0
Koro,10.75,-2.5667,2012,2012,0.0
Mwofo,10.768,-2.649,2012,2012,0.0
Sabuli,10.5667,-2.5167,2012,2012,0.0
Tuggo Kayaani,10.511,-2.8005,2012,2012,0.0
Ulkpong,10.6475,-2.5758,2012,2012,0.0
Baazing,10.611,-2.8925,2012,2012,0.0
Bagri,10.7166,-2.9,2012,2012,0.0
Brifoh,10.5153,-2.8604,2012,2012,0.0
Dikpe,10.65,-2.9,2012,2012,0.0
Eremon,10.666,-2.783,2012,2012,0.0
Kalsagri,10.6167,-2.8167,2012,2012,0.0
Kunnyekuon,10.5432,-2.8646,2012,2012,0.0
Tanchira,10.55,-2.818,2012,2012,0.0
Tanziiri,10.6579,-2.7937,2012,2012,0.0
Zanbo,10.6662,-2.8203,2012,2012,0.0
Duong,10.333,-2.55,2012,2012,0.0
Jang,10.2,-2.4667,2012,2012,0.0
Kankazia,10.35,-2.6667,2012,2012,0.0
Kanyiguosi,10.226,-2.467,2012,2012,0.0
Moyiri,10.3833,-2.6,2012,2012,0.0
Nadowli,10.3739,-2.6739,2012,2012,0.0
Piiyiri,10.3875,-2.5605,2012,2012,0.0
Saawie,10.4867,-2.5942,2012,2012,0.0
Samatigu,10.1839,-2.5929,2012,2012,0.0
Sorikuo,10.3414,-2.3877,2012,2012,0.0
Tangasia,10.3667,-2.7,2012,2012,0.0
Tibani,10.1833,-2.4833,2012,2012,0.0
Tuori,10.4667,-2.5333,2012,2012,0.0
Yiziri,10.4,-2.7167,2012,2012,0.0
Buoti,10.888,-2.1113,2012,2012,0.0
Du West,10.767,-2.434,2012,2012,0.0
Fatchu,10.95,-2.4167,2012,2012,0.0
Gwal,10.9333,-2.3333,2012,2012,0.0
Jawia,10.9333,-2.1333,2012,2012,0.0
Kandia,10.8744,-2.1594,2012,2012,0.0
Kwalla,10.95,-2.283,2012,2012,0.0
Lipime,10.9333,-2.1667,2012,2012,0.0
Nyantie,10.8667,-2.3833,2012,2012,0.0
Plima,10.85,-2.05,2012,2012,0.0
Puzene,10.9293,-2.2195,2012,2012,0.0
Siballe,10.886,-2.051,2012,2012,0.0
Silbilla,10.8789,-2.0611,2012,2012,0.0
Zini,10.85,-2.4,2012,2012,0.0
Guo,10.05,-2.6,2012,2012,0.0
Akatsi,6.134,0.8009,2011,2011,0.0
Gbi Akplamafu,7.1098,0.451,1996,1996,1.0
Likpe,7.098,0.3531,2005,2005,0.0
Santrokofi,7.2103,0.4745,2008,2008,0.0
Adabraka,7.0988,0.2851,2005,2005,0.0
Nikonya Wurupong,7.1833,0.3333,1996,1996,1.0
Atabu Newtown,7.0815,0.2882,2005,2005,0.0
Kledzo,7.0735,0.2752,2005,2005,0.0
Angona Nkwanta,8.2667,0.5167,2012,2013,0.0
Kunukwas,8.582,0.384,2012,2012,0.0
Nkwanta,8.2599,0.5217,2004,2004,0.0
Achowa,4.7682,-1.9697,1994,1995,1.0
Adjan,4.816,-2.173,1994,1995,1.0
Agona Nkwanta,4.8881,-1.9643,2004,2013,0.0
Butre,4.8239,-1.9204,1994,2008,1.0
Epoano,5.1496,-1.4967,2000,2003,1.0
